,UID,source,iso,country,region,subregion,name,giga_id_school,clean,class,ghsl_smod,rurban,dataset,geometry,filepath
4655,OSM-VNM-NON_SCHOOL-00014082,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11914581.20462743 1194919.192920118),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00014082.jpeg
4656,OSM-VNM-NON_SCHOOL-00012860,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11783208.732082145 2394183.1561936135),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00012860.jpeg
4657,OSM-VNM-NON_SCHOOL-00002692,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,0,urban,train,POINT (12085044.072962223 1702559.3306499277),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00002692.jpeg
4658,OSM-VNM-NON_SCHOOL-00015644,OSM,VNM,Viet Nam,Asia,South-eastern Asia,QT 102( Nguyễn Thị Thu Trang),,0,non_school,1,urban,train,POINT (12020713.429788718 1417679.6037901028),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00015644.jpeg
4659,OSM-VNM-NON_SCHOOL-00005184,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Nhà Thiếu Nhi Quận 10,,0,non_school,1,urban,train,POINT (11873301.822370958 1207330.3347387165),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00005184.jpeg
4660,OSM-VNM-NON_SCHOOL-00024253,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11791890.761808094 2450882.7895566653),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00024253.jpeg
4661,OSM-VNM-NON_SCHOOL-00005934,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,0,urban,train,POINT (11929449.258456763 2396203.2081325226),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00005934.jpeg
4662,OSM-VNM-NON_SCHOOL-00008883,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Thực Đỏn,,0,non_school,1,urban,train,POINT (11774991.461230261 2249976.933863473),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00008883.jpeg
4663,OSM-VNM-NON_SCHOOL-00015122,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Cơm Gà,,0,non_school,1,urban,train,POINT (12077185.584829163 1754680.3268972181),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00015122.jpeg
4664,OSM-VNM-NON_SCHOOL-00014965,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11573572.200978728 2572367.815973261),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00014965.jpeg
4665,OSM-VNM-NON_SCHOOL-00020092,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (12030596.15154236 1810250.8286263985),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00020092.jpeg
4667,OSM-VNM-NON_SCHOOL-00015508,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11977600.50419939 1858487.0231030753),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00015508.jpeg
4668,OSM-VNM-NON_SCHOOL-00008982,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Nguyên Thảo,,0,non_school,1,urban,train,POINT (11955977.472349234 1179119.0516037247),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00008982.jpeg
4669,OSM-VNM-NON_SCHOOL-00011207,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11574348.209149046 1136046.0879171495),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00011207.jpeg
4670,OSM-VNM-NON_SCHOOL-00020855,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Cơm Tấm Mỹ Giang,,0,non_school,1,urban,train,POINT (11917715.961488167 1182685.550225279),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00020855.jpeg
4671,OSM-VNM-NON_SCHOOL-00022719,OSM,VNM,Viet Nam,Asia,South-eastern Asia,"Quan 10 ngày, bia tươi",,0,non_school,1,urban,train,POINT (12045836.5690684 1811104.9992897387),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00022719.jpeg
4672,OSM-VNM-NON_SCHOOL-00020681,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Chợ giữa,,0,non_school,1,urban,train,POINT (11791079.02008123 2291786.5535206106),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00020681.jpeg
4673,OSM-VNM-NON_SCHOOL-00005665,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Đặc sản Bình Định,,0,non_school,1,urban,train,POINT (12157472.87513247 1545930.8032470588),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00005665.jpeg
4674,OSM-VNM-NON_SCHOOL-00011426,OSM,VNM,Viet Nam,Asia,South-eastern Asia,tan067-bdg,,0,non_school,1,urban,train,POINT (11881483.02570783 1224125.5407652948),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00011426.jpeg
4675,OSM-VNM-NON_SCHOOL-00006507,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11973248.246067846 1857020.8796234068),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00006507.jpeg
4676,OSM-VNM-NON_SCHOOL-00011166,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11801337.779074775 1140685.2235603451),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00011166.jpeg
4677,OSM-VNM-NON_SCHOOL-00018087,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Nhà Hàng Đông Kinh,,0,non_school,1,urban,train,POINT (12020715.210900573 1571751.8601863708),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00018087.jpeg
4678,OSM-VNM-NON_SCHOOL-00009600,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Nhạc Lộc- Trưng Trắc- Văn Lâm- Hưng Yên,,0,non_school,1,urban,train,POINT (11799283.155233204 2386828.803507504),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00009600.jpeg
4679,OSM-VNM-NON_SCHOOL-00001018,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11852747.234993437 1229236.3543132516),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00001018.jpeg
4680,OSM-VNM-NON_SCHOOL-00027485,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Tâm Đức (XM),,0,non_school,1,urban,train,POINT (11971760.572392887 1180767.4517002602),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00027485.jpeg
4681,OSM-VNM-NON_SCHOOL-00017852,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Cafe Lệ Châu - Wifi,,0,non_school,1,urban,train,POINT (12133152.79465937 1296405.2051503893),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00017852.jpeg
4682,OSM-VNM-NON_SCHOOL-00003240,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Bưu điện Tỉnh Bến Tre,,0,non_school,1,urban,train,POINT (11841746.197635278 1145559.3399287951),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00003240.jpeg
4683,OSM-VNM-NON_SCHOOL-00016210,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Jollibee,,0,non_school,1,urban,train,POINT (12023149.434205746 1614370.5090648327),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00016210.jpeg
4684,OSM-VNM-NON_SCHOOL-00010944,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Cafe Mộc Miên,,0,non_school,1,urban,train,POINT (11775163.895121498 1125260.2634832303),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00010944.jpeg
4685,OSM-VNM-NON_SCHOOL-00028552,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Thành Ý,,0,non_school,1,urban,train,POINT (12019490.807821333 1221968.4040633426),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00028552.jpeg
4686,OSM-VNM-NON_SCHOOL-00013096,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Hội Thánh Tin Lành Dương Yên,,0,non_school,1,urban,train,POINT (12050396.1040918 1732080.6968137862),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00013096.jpeg
4687,OSM-VNM-NON_SCHOOL-00012980,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Cà Phê Củi,,0,non_school,1,urban,train,POINT (11953351.779519891 1221787.354621274),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00012980.jpeg
4688,OSM-VNM-NON_SCHOOL-00022585,OSM,VNM,Viet Nam,Asia,South-eastern Asia,QT Tâm An ( Trần Quốc Lực ),,0,non_school,0,urban,train,POINT (11987699.519723648 1347497.7253758465),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00022585.jpeg
4689,OSM-VNM-NON_SCHOOL-00027621,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Petrolimex,,0,non_school,1,urban,train,POINT (11785123.3160043 2407092.287143049),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00027621.jpeg
4690,OSM-VNM-NON_SCHOOL-00025625,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Nhà thuốc Đức Huy152,,0,non_school,1,urban,train,POINT (11774619.54281152 2401490.444076795),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00025625.jpeg
4691,OSM-VNM-NON_SCHOOL-00028432,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Mon,,0,non_school,1,urban,train,POINT (12168574.43399081 1470718.8599629398),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00028432.jpeg
4693,OSM-VNM-NON_SCHOOL-00021661,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11560906.714594232 2552214.8993130256),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00021661.jpeg
4694,OSM-VNM-NON_SCHOOL-00003775,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Chợ Lam Sơn,,0,non_school,1,urban,train,POINT (11920024.171129767 1178753.7826645242),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00003775.jpeg
4695,OSM-VNM-NON_SCHOOL-00017272,OSM,VNM,Viet Nam,Asia,South-eastern Asia,QT Phong Phú,,0,non_school,1,urban,train,POINT (12045595.45105134 1482764.6298339984),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00017272.jpeg
4696,OSM-VNM-NON_SCHOOL-00029715,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Cửa hàng Xăng dầu,,0,non_school,1,urban,train,POINT (12023334.11324097 1566137.763802867),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00029715.jpeg
4697,OSM-VNM-NON_SCHOOL-00023025,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Hương Cafe,,0,non_school,1,urban,train,POINT (12055184.066710308 1643208.9115053036),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00023025.jpeg
4698,OSM-VNM-NON_SCHOOL-00005032,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Nhà Hàng A La Folie,,0,non_school,1,urban,train,POINT (11783414.339181641 2393626.602924102),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00005032.jpeg
4699,OSM-VNM-NON_SCHOOL-00006108,OSM,VNM,Viet Nam,Asia,South-eastern Asia,BIDV,,0,non_school,1,urban,train,POINT (11789694.984852199 2395819.526101359),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00006108.jpeg
4700,OSM-VNM-NON_SCHOOL-00001337,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11849226.31081913 1178633.197198753),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00001337.jpeg
4701,OSM-VNM-NON_SCHOOL-00028376,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Bánh Xèo,,0,non_school,1,urban,train,POINT (12157281.962205762 1546580.1654399473),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00028376.jpeg
4702,OSM-VNM-NON_SCHOOL-00022454,OSM,VNM,Viet Nam,Asia,South-eastern Asia,CF-Sân Vườn 368-Cách Mạng Tháng Tám-KP5-TT.Dầu Tiếng-Bình Dương-0946227022,,0,non_school,1,urban,train,POINT (11840951.376471018 1265051.3277317402),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00022454.jpeg
4703,OSM-VNM-NON_SCHOOL-00006150,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Ca Phe Rang Xay,,0,non_school,1,urban,train,POINT (11797236.65771446 1147402.2225180934),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00006150.jpeg
4704,OSM-VNM-NON_SCHOOL-00012884,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11687276.934501227 2610696.7949336683),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00012884.jpeg
4705,OSM-VNM-NON_SCHOOL-00028452,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Nam A Bank,,0,non_school,1,urban,train,POINT (12154388.879959531 1374036.6138409178),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00028452.jpeg
4706,OSM-VNM-NON_SCHOOL-00014330,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Tourist Villa,,0,non_school,1,urban,train,POINT (11863289.74736901 1907239.2257117978),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00014330.jpeg
4707,OSM-VNM-NON_SCHOOL-00025016,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11875260.266172485 2375456.5232753963),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00025016.jpeg
4708,OSM-VNM-NON_SCHOOL-00005579,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Bang Gia,,0,non_school,1,urban,train,POINT (11686435.359150829 2610084.352272297),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00005579.jpeg
4709,OSM-VNM-NON_SCHOOL-00029773,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Cửa hàng Xăng dầu,,0,non_school,0,urban,train,POINT (12006023.375825167 1464984.380615209),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00029773.jpeg
4710,OSM-VNM-NON_SCHOOL-00009616,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (12027383.359718578 1423179.724682612),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00009616.jpeg
4711,OSM-VNM-NON_SCHOOL-00011300,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Petrolimex,,0,non_school,0,urban,train,POINT (11789224.993962066 2558066.437997954),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00011300.jpeg
4712,OSM-VNM-NON_SCHOOL-00019930,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11814378.189504262 2316827.4825508134),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00019930.jpeg
4713,OSM-VNM-NON_SCHOOL-00017798,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Nhà hàng Thu Thảo,,0,non_school,1,urban,train,POINT (11814655.152397355 1267111.6003104975),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00017798.jpeg
4714,OSM-VNM-NON_SCHOOL-00022091,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Golden dragon,,0,non_school,1,urban,train,POINT (12047754.826533748 1810324.4987310786),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00022091.jpeg
4715,OSM-VNM-NON_SCHOOL-00015471,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11976012.531663226 1856808.5863383356),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00015471.jpeg
4716,OSM-VNM-NON_SCHOOL-00010940,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Dinh Than Tan An,,0,non_school,1,urban,train,POINT (11776759.103424564 1123503.7478780705),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00010940.jpeg
4717,OSM-VNM-NON_SCHOOL-00019978,OSM,VNM,Viet Nam,Asia,South-eastern Asia,фо,,0,non_school,0,urban,train,POINT (12048100.918830626 1812202.8183807926),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00019978.jpeg
4718,OSM-VNM-NON_SCHOOL-00010504,OSM,VNM,Viet Nam,Asia,South-eastern Asia,chùa gia đình,,0,non_school,1,urban,train,POINT (11854615.176048944 1190271.4508681209),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00010504.jpeg
4720,OSM-VNM-NON_SCHOOL-00020238,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Cô hiên,,0,non_school,0,urban,train,POINT (12003426.180785468 1762914.1584155364),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00020238.jpeg
4721,OSM-VNM-NON_SCHOOL-00017092,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Quán ăn Hảo Sơn,,0,non_school,0,urban,train,POINT (12113930.033669699 1706061.5202901713),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00017092.jpeg
4722,OSM-VNM-NON_SCHOOL-00021087,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Chùa Phổ Quang,,0,non_school,1,urban,train,POINT (11920930.089145843 1177348.7896835706),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00021087.jpeg
4723,OSM-VNM-NON_SCHOOL-00005523,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Chùa Phước Tường,,0,non_school,1,urban,train,POINT (11887678.400648437 1214224.16443033),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00005523.jpeg
4724,OSM-VNM-NON_SCHOOL-00001010,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11871997.714536317 1204165.0056063312),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00001010.jpeg
4728,OSM-VNM-NON_SCHOOL-00019055,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Oil,,0,non_school,0,urban,train,POINT (11975145.798107907 1279291.892954845),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00019055.jpeg
4729,OSM-VNM-NON_SCHOOL-00006694,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11795179.25088562 2294806.1700786343),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00006694.jpeg
4730,OSM-VNM-NON_SCHOOL-00015790,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Harry Potter Coffee,,0,non_school,1,urban,train,POINT (12075045.0223407 1340682.4446626983),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00015790.jpeg
4731,OSM-VNM-NON_SCHOOL-00023916,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Chùa Đáp Cầu,,0,non_school,1,urban,train,POINT (11811229.851665644 2415851.742492604),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00023916.jpeg
4733,OSM-VNM-NON_SCHOOL-00025456,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11774027.43443999 2360463.288866394),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00025456.jpeg
4734,OSM-VNM-NON_SCHOOL-00017540,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (12125386.701703668 1676977.7089500194),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00017540.jpeg
4735,OSM-VNM-NON_SCHOOL-00023785,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Chùa Côn Sơn,,0,non_school,1,urban,train,POINT (11842393.40915475 2409843.921313577),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00023785.jpeg
4736,OSM-VNM-NON_SCHOOL-00019066,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Vietcom Bank,,0,non_school,1,urban,train,POINT (11778288.633228065 2392434.848043344),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00019066.jpeg
4737,OSM-VNM-NON_SCHOOL-00010494,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11780200.768121425 2400220.380796283),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00010494.jpeg
4738,OSM-VNM-NON_SCHOOL-00024499,OSM,VNM,Viet Nam,Asia,South-eastern Asia,dasdad,,0,non_school,0,urban,train,POINT (11862859.274898114 1269299.3850782518),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00024499.jpeg
4739,OSM-VNM-NON_SCHOOL-00007682,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Cà Phê Zone,,0,non_school,1,urban,train,POINT (11875148.056125768 1212995.664056358),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00007682.jpeg
4740,OSM-VNM-NON_SCHOOL-00022204,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Nhà hàng Viet Cuisine,,0,non_school,0,urban,train,POINT (11792225.722155891 2299358.348421522),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00022204.jpeg
4742,OSM-VNM-NON_SCHOOL-00023829,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Bảo Anh - Bánh Tráng Thịt Heo,,0,non_school,1,urban,train,POINT (11727749.027810467 2370619.438638949),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00023829.jpeg
4743,OSM-VNM-NON_SCHOOL-00017685,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Quán Cà Phê Tân Tuấn,,0,non_school,1,urban,train,POINT (12119235.409281416 1672393.8214807692),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00017685.jpeg
4744,OSM-VNM-NON_SCHOOL-00007381,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11704808.529786766 2646253.113215044),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00007381.jpeg
4745,OSM-VNM-NON_SCHOOL-00003694,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Bánh xèo Ngọc,,0,non_school,1,urban,train,POINT (11936916.681218663 1163349.375940223),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00003694.jpeg
4746,OSM-VNM-NON_SCHOOL-00013519,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Cửa hàng xăng dầu Mường Khương,,0,non_school,1,urban,train,POINT (11589463.280928446 2603202.068839961),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00013519.jpeg
4747,OSM-VNM-NON_SCHOOL-00011926,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Đình Làng Kim Hoàng,,0,non_school,1,urban,train,POINT (11770032.957151854 2395896.4526708615),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00011926.jpeg
4748,OSM-VNM-NON_SCHOOL-00013864,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11697778.59262368 2351405.811345942),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00013864.jpeg
4749,OSM-VNM-NON_SCHOOL-00009159,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Dly yen hien,,0,non_school,1,urban,train,POINT (12039802.050791984 1499072.289888311),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00009159.jpeg
